date,target,feature1,feature2,feature3,feature4
2020-01-01,9.14635760306247,9.726605267555174,0.771837283533825,5.603937063743073,2.9822579042691673
2020-01-02,13.5622901658308,15.75622166584739,1.9700802020831991,6.989675551168398,3.5320070064588176
2020-01-03,14.267841701522451,16.468323977351304,1.5367953740855247,8.33730430672569,3.065000683398567
2020-01-04,15.312315874558157,18.667743737176743,2.436472318608636,11.424100490423209,4.078217473354402
2020-01-05,10.047479185248232,8.937408258356106,3.1191633346685337,9.491215626606404,5.640814580946145
2020-01-06,13.121731944839645,17.27508737741371,5.140224713896783,9.44009063718971,2.602207247431827
2020-01-07,14.573077072601533,8.545286763272902,2.6646237921473745,9.412580028030716,5.155412577223025
2020-01-08,15.759059024234412,15.7175935622961,-0.0662514135391854,13.644049820435558,2.3592822629153765
2020-01-09,20.676361960283128,20.07626804087187,5.183193823431542,11.84034060244777,2.1207515658803775
2020-01-10,21.89003274596831,24.412006674988366,1.0699039915359059,15.971460228450134,4.46395990501461
2020-01-11,14.510543725748304,16.676327538629252,2.545095189699831,8.07558526547461,4.447082339487337
2020-01-12,12.868050200194393,11.077750998586655,3.570609057790511,8.767832782562493,4.154474106498586
2020-01-13,10.784204178056864,10.672383964994445,3.18830509557155,6.2136202363642346,0.7028263131082211
2020-01-14,9.324371795097537,13.055537464720251,5.166417225484173,5.091239470549308,1.763719434194557
2020-01-15,13.808863337458295,15.809888644372966,4.168006286785517,6.742240937402814,3.4712545018879695
2020-01-16,13.420205916188374,13.99879240404346,1.7193227101645627,10.882073581824919,2.0623127608458423
2020-01-17,12.894121469721366,13.872795807241156,7.988040089217339,5.329062030406708,0.14294531786011366
2020-01-18,7.568808829231816,13.14355105486332,4.131130882767378,2.3509871033780323,2.1859032823518105
2020-01-19,9.321110606211873,10.903810766361854,3.4627835028478993,10.475743169283154,0.1638570890125841
2020-01-20,2.9610183483825834,7.104540946618847,5.603766587345157,3.6451842040585998,3.6594748549869895
2020-01-21,6.8691713713581946,17.005146861328186,4.015843761418923,-1.9513836717581086,3.0118549042951095
2020-01-22,9.373313187887561,8.22760263965828,4.113456385878655,4.088614231120917,1.3242599926039649
2020-01-23,13.971865648934543,10.621964324423658,8.097426127642596,3.7810929028832465,2.1811080439646644
2020-01-24,8.73137361880641,14.335867889440948,2.403841402255892,2.5267106007023767,-0.0424109616249313
2020-01-25,4.06012991079462,6.212174744753387,2.2370142558742963,-5.753856049943695,0.7300423884919104
2020-01-26,8.777548140024098,11.06732592879142,3.120693067934016,4.705686326136819,1.5219877322853912
2020-01-27,10.765077376906692,11.268592767132013,5.142116129928063,3.2211351332063263,-0.5994395597072021
2020-01-28,11.64680643629832,13.53804472673612,0.1749900700604221,6.944846885915136,-1.6188487347712148
2020-01-29,12.855968231187484,20.080388921239013,-0.511111782953011,3.395549971023951,-4.0553593109293224
2020-01-30,15.010038782236968,19.414416401643933,2.4777113283184837,8.976304677976065,-1.878184875738551
2020-01-31,19.273633132466834,23.0055770416344,0.5730698231154396,10.240649104726053,-0.764865223156532
2020-02-01,16.438703776060688,13.902281853470614,3.102801261039635,13.78819225989243,-0.8183214725315422
2020-02-02,17.762977050542123,15.756920430775091,4.972463348349493,14.302540246640916,-1.7060983027250185
2020-02-03,16.653902009493866,9.805885629138812,2.104418014129488,11.825616330796954,-3.488471067878793
2020-02-04,19.793748912129317,18.40685666645519,0.8732887159960936,11.133161660347644,-5.842591554775991
2020-02-05,25.651171160353172,28.391046487439514,3.6636743234306963,20.161397689674594,-3.807000419483014
2020-02-06,24.099119957666097,25.83013551337799,5.0481450996715616,10.483727302719426,-3.6925852840807165
2020-02-07,22.34442056047687,22.210996659525126,-0.2258626182672403,9.440612203504534,-3.861585835410725
2020-02-08,21.5268327782551,22.15456537144992,4.723000840521056,12.12100421624001,-2.6039558359688204
2020-02-09,15.915418183073184,15.665677918732332,4.73214845138574,14.81377203862726,-0.6756672140481434
2020-02-10,16.820103966158705,19.070359820132317,5.117254463079241,9.474506528055475,-3.5734766803819937
2020-02-11,17.680895409818582,21.44235116629671,5.835018560184594,10.106501784980766,-4.170144467487967
2020-02-12,19.149138152784722,15.471650159996361,8.034027849319232,7.830831697892638,-4.301423122441362
2020-02-13,21.98460272859678,23.48662524638947,3.149757772320668,15.457652148767083,-3.7744951246047096
2020-02-14,19.105279928233376,23.081528555450703,4.27005890138973,13.481850778593074,-5.2326968415618955
2020-02-15,20.39200588941936,20.068303844645378,3.32958708959486,13.808942225553213,-3.8197021618809175
2020-02-16,14.723976755872426,18.88128324105969,4.181417645602533,6.88994209909437,-3.3140376965415976
2020-02-17,13.040709348731365,23.876530812402752,7.161662452506638,6.009108542932612,-3.646543179604549
2020-02-18,12.429972432199857,14.630949566799211,1.2469129016974416,4.259916389459595,-3.2262775019280507
2020-02-19,14.199706337488246,17.53968622000657,2.012900655668849,8.40121401512921,-3.1944253697304728
2020-02-20,17.81954308725243,17.04146321881777,6.287420003450344,7.8257205937979135,-6.416615506513299
2020-02-21,14.659291061635988,17.27118633711494,5.414157272570165,5.659526063025004,-2.6988765929772995
2020-02-22,13.179826776815613,16.924676296399404,2.5662727502749316,6.578529756168129,-4.538312639929388
2020-02-23,11.928946490849325,15.127684213489875,5.016340046150528,5.867715051966044,-5.035951129131641
2020-02-24,9.13774609365745,9.25111091579939,4.101515943750051,4.297167555430664,-4.892745719282284
2020-02-25,11.672881233107102,14.957390300462034,6.608607348443196,8.467722610691911,-2.413865356767118
2020-02-26,14.805331953103947,21.23085337863607,3.9890191876535446,9.121492837702435,-3.2112215921918836
2020-02-27,20.57128515118068,22.802935414488125,6.123206097303943,11.589010451585429,-5.19947560141355
2020-02-28,21.14840365496886,24.804684491190613,9.544939562219255,13.189467806049105,-1.7455891785142073
2020-02-29,20.960645143286268,21.057480204591133,5.568662266185844,10.32270381323701,-4.396183810081229
2020-03-01,20.424654331814015,23.589424183722343,4.4861202876806,12.579748342312328,-1.7902679622226856
2020-03-02,17.84493106128641,20.113748363678706,5.7508097116759735,11.089564501965473,-1.3957361986467296
2020-03-03,20.033758979877184,18.174274994840054,3.41638015315101,8.045640987888834,-0.17006075112108188
2020-03-04,21.977174332727326,23.537302480578486,8.720935411049464,15.284399584595523,1.4364592022004872
2020-03-05,26.649563004771938,23.34456041349662,4.103200205833184,13.67486112359777,-3.014702071249484
2020-03-06,27.019798683401525,24.717198122066847,3.038217618314959,16.630997022432634,-0.7733034947622954
2020-03-07,22.037755724063867,23.19818950112822,1.831158033869016,16.254621081523368,-0.8326167956369395
2020-03-08,24.7788323071018,25.714798665821814,5.711976427121964,17.466854665146972,0.5110265421314368
